O,H,L,C,V,T,BV
0.00179392,0.00179412,0.00179392,0.00179412,177.719,2018-06-05T04:20:00,0.31884698
0.00179313,0.00179313,0.00179313,0.00179313,7.56228835,2018-06-05T04:25:00,0.01356016
0.00179412,0.00179412,0.00179412,0.00179412,0.49223944,2018-06-05T04:29:00,0.00088313
0.00179409,0.00179409,0.00179409,0.00179409,2.33741999,2018-06-05T04:33:00,0.00419354
0.00178,0.00178,0.00178,0.00178,8.65956326,2018-06-05T04:42:00,0.01541402
0.00178174,0.00178174,0.00178174,0.00178174,18.58401801,2018-06-05T04:43:00,0.03311187
0.00178704,0.00178704,0.00178704,0.00178704,2,2018-06-05T04:47:00,0.00357408
0.00178939,0.00178939,0.00178939,0.00178939,5.58849663,2018-06-05T04:54:00,0.00999999
0.00178704,0.00178704,0.00178704,0.00178704,0.1746972,2018-06-05T05:02:00,0.00031219
0.00178772,0.00178772,0.00178772,0.00178772,30.51090511,2018-06-05T05:16:00,0.05454495
0.00178,0.00178,0.00178,0.00178,1,2018-06-05T05:18:00,0.00178
0.00178936,0.00178936,0.00178936,0.00178936,2.12024049,2018-06-05T05:19:00,0.00379387
0.00178936,0.00178936,0.00178936,0.00178936,1.65090108,2018-06-05T05:20:00,0.00295405
0.00178939,0.00178939,0.00178939,0.00178939,3.19175584,2018-06-05T05:26:00,0.00571129
0.00178939,0.00178939,0.00178939,0.00178939,2.5,2018-06-05T05:29:00,0.00447347
0.00178938,0.00178938,0.00178938,0.00178938,7.30262827,2018-06-05T05:32:00,0.01306717
0.00178939,0.00178939,0.00178939,0.00178939,5.76441046,2018-06-05T05:38:00,0.01031477
0.00178939,0.00178939,0.00178939,0.00178939,18.64254707,2018-06-05T05:41:00,0.03335877
0.001785,0.001785,0.001785,0.001785,5.25375644,2018-06-05T05:49:00,0.00937795
0.00178338,0.00178338,0.00178338,0.00178338,16.8219897,2018-06-05T05:51:00,0.02999999
0.00178338,0.00178338,0.00178338,0.00178338,1.003,2018-06-05T05:53:00,0.00178873
0.00178337,0.00178337,0.0017832,0.0017832,222.79896274,2018-06-05T05:54:00,0.3973053
0.00178069,0.00178069,0.00178,0.00178,50,2018-06-05T06:01:00,0.0890138
0.00178,0.00178,0.00178,0.00178,9.40952845,2018-06-05T06:02:00,0.01674896
0.00178338,0.00178338,0.00178338,0.00178338,0.84591006,2018-06-05T06:08:00,0.00150857
0.00178338,0.00179114,0.00178338,0.00179114,5.6073299,2018-06-05T06:10:00,0.01001396
